t,phase,sp_mode,east,north,up,mode,armed,vtol_state
1785091078.4714959,arm,hold,0.01,-0.01,-0.36,AUTO.LOITER,False,3
1785091081.9684596,arm,hold,0.02,-0.01,-0.35,AUTO.LOITER,False,3
1785091082.0714583,arm,hold,0.02,-0.01,-0.35,AUTO.LOITER,False,3
1785091082.2713506,arm,hold,0.02,-0.01,-0.35,AUTO.LOITER,False,3
1785091082.4717367,takeoff,hold,0.03,-0.01,-0.35,AUTO.LOITER,True,3
1785091082.6714513,takeoff,hold,0.03,-0.01,-0.35,AUTO.LOITER,True,3
1785091082.8721085,takeoff,hold,0.03,-0.01,-0.35,AUTO.LOITER,True,3
1785091083.0717824,takeoff,hold,0.04,-0.01,-0.35,AUTO.LOITER,True,3
1785091083.2713847,takeoff,hold,0.04,-0.01,-0.35,AUTO.LOITER,True,3
1785091083.4713397,takeoff,hold,0.03,-0.01,-0.35,AUTO.TAKEOFF,True,3
1785091083.6723049,takeoff,hold,0.03,-0.0,-0.34,AUTO.TAKEOFF,True,3
1785091083.8718512,takeoff,hold,0.03,0.0,-0.34,AUTO.TAKEOFF,True,3
1785091084.071941,takeoff,hold,0.02,0.01,-0.34,AUTO.TAKEOFF,True,3
1785091084.2718525,takeoff,hold,0.02,0.01,-0.34,AUTO.TAKEOFF,True,3
1785091084.47223,takeoff,hold,0.02,0.02,-0.34,AUTO.TAKEOFF,True,3
1785091084.671674,takeoff,hold,0.02,0.02,-0.34,AUTO.TAKEOFF,True,3
1785091084.8718545,takeoff,hold,0.01,0.02,-0.35,AUTO.TAKEOFF,True,3
1785091085.071816,takeoff,hold,0.01,0.02,-0.35,AUTO.TAKEOFF,True,3
1785091085.2715552,takeoff,hold,0.01,0.02,-0.34,AUTO.TAKEOFF,True,3
1785091085.471965,takeoff,hold,0.01,0.02,-0.31,AUTO.TAKEOFF,True,3
1785091085.672248,takeoff,hold,0.02,0.01,-0.25,AUTO.TAKEOFF,True,3
1785091085.872054,takeoff,hold,0.05,0.0,-0.14,AUTO.TAKEOFF,True,3
1785091086.0717056,takeoff,hold,0.07,-0.01,0.01,AUTO.TAKEOFF,True,3
1785091086.2716153,takeoff,hold,0.09,-0.03,0.19,AUTO.TAKEOFF,True,3
1785091086.4715114,takeoff,hold,0.12,-0.05,0.4,AUTO.TAKEOFF,True,3
1785091086.6714125,takeoff,hold,0.14,-0.08,0.63,AUTO.TAKEOFF,True,3
1785091086.8719895,takeoff,hold,0.15,-0.1,0.89,AUTO.TAKEOFF,True,3
1785091087.0718856,takeoff,hold,0.14,-0.1,1.17,AUTO.TAKEOFF,True,3
1785091087.272074,takeoff,hold,0.12,-0.1,1.47,AUTO.TAKEOFF,True,3
1785091087.471402,takeoff,hold,0.09,-0.07,1.77,AUTO.TAKEOFF,True,3
1785091087.671507,takeoff,hold,0.07,-0.04,2.07,AUTO.TAKEOFF,True,3
1785091087.871347,takeoff,hold,0.06,-0.02,2.37,AUTO.TAKEOFF,True,3
1785091088.0721586,takeoff,hold,0.07,-0.02,2.68,AUTO.TAKEOFF,True,3
1785091088.271359,takeoff,hold,0.09,-0.03,2.98,AUTO.TAKEOFF,True,3
1785091088.4717607,takeoff,hold,0.11,-0.04,3.27,AUTO.TAKEOFF,True,3
1785091088.6714427,takeoff,hold,0.12,-0.05,3.58,AUTO.TAKEOFF,True,3
1785091088.871495,takeoff,hold,0.11,-0.05,3.88,AUTO.TAKEOFF,True,3
1785091089.0712929,takeoff,hold,0.09,-0.04,4.19,AUTO.TAKEOFF,True,3
1785091089.2711852,takeoff,hold,0.06,-0.02,4.51,AUTO.TAKEOFF,True,3
1785091089.4719038,takeoff,hold,0.04,-0.0,4.77,AUTO.TAKEOFF,True,3
1785091089.6713493,takeoff,hold,0.02,0.02,5.09,AUTO.TAKEOFF,True,3
1785091089.871309,takeoff,hold,0.03,0.02,5.41,AUTO.TAKEOFF,True,3
1785091090.0712013,takeoff,hold,0.04,0.02,5.73,AUTO.TAKEOFF,True,3
1785091090.2710824,takeoff,hold,0.06,0.01,6.04,AUTO.TAKEOFF,True,3
1785091090.4713032,takeoff,hold,0.08,-0.0,6.36,AUTO.TAKEOFF,True,3
1785091090.6731334,takeoff,hold,0.09,-0.01,6.68,AUTO.TAKEOFF,True,3
1785091090.8713694,takeoff,hold,0.08,-0.0,7.0,AUTO.TAKEOFF,True,3
1785091091.0711427,takeoff,hold,0.06,0.0,7.32,AUTO.TAKEOFF,True,3
1785091091.2715864,takeoff,hold,0.04,0.01,7.64,AUTO.TAKEOFF,True,3
1785091091.471251,takeoff,hold,0.03,0.02,7.97,AUTO.TAKEOFF,True,3
1785091091.673696,takeoff,hold,0.02,0.03,8.3,AUTO.TAKEOFF,True,3
1785091091.8718953,takeoff,hold,0.03,0.04,8.62,AUTO.TAKEOFF,True,3
1785091092.0729864,takeoff,hold,0.05,0.04,8.94,AUTO.TAKEOFF,True,3
1785091092.2713695,takeoff,hold,0.06,0.03,9.27,AUTO.TAKEOFF,True,3
1785091092.4713433,takeoff,hold,0.07,0.02,9.59,AUTO.TAKEOFF,True,3
1785091092.6726434,takeoff,hold,0.07,0.01,9.91,AUTO.TAKEOFF,True,3
1785091092.8713691,takeoff,hold,0.06,0.01,10.26,AUTO.TAKEOFF,True,3
1785091093.0714853,takeoff,hold,0.05,0.01,10.69,AUTO.TAKEOFF,True,3
1785091093.2720416,takeoff,hold,0.04,0.01,11.22,AUTO.TAKEOFF,True,3
1785091093.471783,takeoff,hold,0.03,0.02,11.82,AUTO.TAKEOFF,True,3
1785091093.6713357,takeoff,hold,0.03,0.02,12.42,AUTO.TAKEOFF,True,3
1785091093.8717434,takeoff,hold,0.04,0.02,13.0,AUTO.TAKEOFF,True,3
1785091094.0719213,takeoff,hold,0.05,0.01,13.54,AUTO.TAKEOFF,True,3
1785091094.2714047,takeoff,hold,0.05,-0.0,14.09,AUTO.TAKEOFF,True,3
1785091094.4713182,takeoff,hold,0.05,-0.01,14.66,AUTO.TAKEOFF,True,3
1785091094.6715693,takeoff,hold,0.04,-0.02,15.25,AUTO.TAKEOFF,True,3
1785091094.8714895,takeoff,hold,0.03,-0.02,15.85,AUTO.TAKEOFF,True,3
1785091095.0713663,takeoff,hold,0.03,-0.02,16.46,AUTO.TAKEOFF,True,3
1785091095.271897,takeoff,hold,0.03,-0.01,17.06,AUTO.TAKEOFF,True,3
1785091095.4714696,takeoff,hold,0.04,-0.01,17.65,AUTO.TAKEOFF,True,3
1785091095.6721246,takeoff,hold,0.04,-0.01,18.23,AUTO.TAKEOFF,True,3
1785091095.871349,takeoff,hold,0.03,-0.01,18.82,AUTO.TAKEOFF,True,3
1785091096.0712702,takeoff,hold,0.02,-0.0,19.42,AUTO.TAKEOFF,True,3
1785091096.2713654,takeoff,hold,0.01,-0.0,20.03,AUTO.TAKEOFF,True,3
1785091096.471452,takeoff,hold,0.01,-0.01,20.65,AUTO.TAKEOFF,True,3
1785091096.6712513,takeoff,hold,0.02,-0.01,21.26,AUTO.TAKEOFF,True,3
